DATE,VARIABLE,VALUE,sign_if_LT_LOD
12-Jul-83,PO4P,0.6,<
19-Jul-83,PO4P,0.6,<
26-Jul-83,PO4P,0.9,
09-Aug-83,PO4P,0.6,<
16-Aug-83,PO4P,0.6,<
23-Aug-83,PO4P,0.6,<
30-Aug-83,PO4P,0.6,<
06-Sep-83,PO4P,0.6,<
13-Sep-83,PO4P,3.1,
20-Sep-83,PO4P,0.6,
27-Sep-83,PO4P,0.6,
04-Oct-83,PO4P,0.8,
11-Oct-83,PO4P,1.1,
18-Oct-83,PO4P,2.3,
25-Oct-83,PO4P,0.6,<
22-Nov-83,PO4P,3.9,
06-Dec-83,PO4P,9.6,
20-Dec-83,PO4P,3.9,
03-Jan-84,PO4P,7.8,
17-Jan-84,PO4P,7,
31-Jan-84,PO4P,4.3,
14-Feb-84,PO4P,11.7,
28-Feb-84,PO4P,6.5,
13-Mar-84,PO4P,5.8,
27-Mar-84,PO4P,5.3,
10-Apr-84,PO4P,3.3,
24-Apr-84,PO4P,1.1,
08-May-84,PO4P,0.6,<
22-May-84,PO4P,0.6,<
05-Jun-84,PO4P,0.6,<
12-Jun-84,PO4P,0.6,<
19-Jun-84,PO4P,0.6,<
03-Jul-84,PO4P,0.6,<
10-Jul-84,PO4P,1,
17-Jul-84,PO4P,0.6,<
24-Jul-84,PO4P,0.6,<
31-Jul-84,PO4P,0.6,<
07-Aug-84,PO4P,0.6,<
14-Aug-84,PO4P,0.6,<
21-Aug-84,PO4P,0.6,<
28-Aug-84,PO4P,0.8,
04-Sep-84,PO4P,2.2,
11-Sep-84,PO4P,0.6,<
18-Sep-84,PO4P,0.6,<
25-Sep-84,PO4P,0.6,<
09-Oct-84,PO4P,0.6,<
23-Oct-84,PO4P,0.6,<
06-Nov-84,PO4P,0.6,<
20-Nov-84,PO4P,0.6,<
04-Dec-84,PO4P,1.4,
18-Dec-84,PO4P,2.7,
02-Jan-85,PO4P,3.4,
15-Jan-85,PO4P,4.4,
29-Jan-85,PO4P,4.4,
12-Feb-85,PO4P,6.2,
26-Feb-85,PO4P,4.8,
26-Mar-85,PO4P,5.4,
02-Apr-85,PO4P,5,
09-Apr-85,PO4P,3,
16-Apr-85,PO4P,3.6,
23-Apr-85,PO4P,1.8,
30-Apr-85,PO4P,1.9,
07-May-85,PO4P,0.6,<
14-May-85,PO4P,0.6,<
21-May-85,PO4P,0.6,<
28-May-85,PO4P,0.9,
04-Jun-85,PO4P,0.6,<
11-Jun-85,PO4P,0.6,<
18-Jun-85,PO4P,0.6,<
25-Jun-85,PO4P,0.6,<
02-Jul-85,PO4P,0.6,<
09-Jul-85,PO4P,0.6,<
16-Jul-85,PO4P,0.6,<
23-Jul-85,PO4P,0.6,<
30-Jul-85,PO4P,0.6,<
06-Aug-85,PO4P,0.6,<
13-Aug-85,PO4P,0.6,<
20-Aug-85,PO4P,0.6,<
27-Aug-85,PO4P,0.6,<
03-Sep-85,PO4P,0.6,<
10-Sep-85,PO4P,0.6,<
17-Sep-85,PO4P,0.6,<
24-Sep-85,PO4P,0.6,<
01-Oct-85,PO4P,0.6,<
08-Oct-85,PO4P,0.6,<
15-Oct-85,PO4P,0.7,
22-Oct-85,PO4P,2.1,
29-Oct-85,PO4P,1.7,
12-Nov-85,PO4P,3.9,
19-Nov-85,PO4P,5.3,
26-Nov-85,PO4P,5.2,
10-Dec-85,PO4P,5.8,
17-Dec-85,PO4P,6.4,
07-Jan-86,PO4P,6.4,
21-Jan-86,PO4P,6.9,
04-Feb-86,PO4P,6.9,
18-Feb-86,PO4P,7.7,
11-Mar-86,PO4P,4.6,
18-Mar-86,PO4P,5.3,
01-Apr-86,PO4P,0.8,
08-Apr-86,PO4P,4.4,
15-Apr-86,PO4P,2.9,
22-Apr-86,PO4P,1.1,
29-Apr-86,PO4P,0.6,<
06-May-86,PO4P,0.6,<
13-May-86,PO4P,0.8,
20-May-86,PO4P,0.6,<
27-May-86,PO4P,0.6,<
03-Jun-86,PO4P,0.6,<
10-Jun-86,PO4P,0.6,<
17-Jun-86,PO4P,0.6,<
24-Jun-86,PO4P,0.6,<
01-Jul-86,PO4P,0.6,<
08-Jul-86,PO4P,0.6,<
15-Jul-86,PO4P,0.6,<
22-Jul-86,PO4P,0.6,<
29-Jul-86,PO4P,0.6,<
05-Aug-86,PO4P,2.1,
12-Aug-86,PO4P,0.6,<
19-Aug-86,PO4P,0.6,<
27-Aug-86,PO4P,0.6,<
02-Sep-86,PO4P,0.6,<
09-Sep-86,PO4P,0.6,<
16-Sep-86,PO4P,0.6,
23-Sep-86,PO4P,0.68,
30-Sep-86,PO4P,0.6,<
07-Oct-86,PO4P,0.83,
14-Oct-86,PO4P,0.91,
21-Oct-86,PO4P,1.59,
28-Oct-86,PO4P,3,
04-Nov-86,PO4P,4.62,
11-Nov-86,PO4P,4.6,
18-Nov-86,PO4P,5.3,
25-Nov-86,PO4P,7.21,
09-Dec-86,PO4P,6.4,
22-Dec-86,PO4P,7,
06-Jan-87,PO4P,6.5,
20-Jan-87,PO4P,5.9,
10-Feb-87,PO4P,6.4,
17-Feb-87,PO4P,8.1,
03-Mar-87,PO4P,7.8,
17-Mar-87,PO4P,7.4,
31-Mar-87,PO4P,4.9,
14-Apr-87,PO4P,4.6,
21-Apr-87,PO4P,2.6,
28-Apr-87,PO4P,0.6,<
05-May-87,PO4P,1.2,
12-May-87,PO4P,0.83,
19-May-87,PO4P,0.6,<
26-May-87,PO4P,0.6,<
02-Jun-87,PO4P,0.6,<
09-Jun-87,PO4P,1.14,
16-Jun-87,PO4P,0.6,<
23-Jun-87,PO4P,0.6,<
30-Jun-87,PO4P,0.64,
07-Jul-87,PO4P,0.6,<
14-Jul-87,PO4P,0.6,<
21-Jul-87,PO4P,0.6,<
28-Jul-87,PO4P,0.6,<
04-Aug-87,PO4P,0.6,<
11-Aug-87,PO4P,0.6,<
18-Aug-87,PO4P,0.6,<
25-Aug-87,PO4P,0.6,<
01-Sep-87,PO4P,0.6,<
08-Sep-87,PO4P,0.6,<
15-Sep-87,PO4P,0.6,<
22-Sep-87,PO4P,0.6,<
29-Sep-87,PO4P,1.04,
06-Oct-87,PO4P,0.68,
13-Oct-87,PO4P,0.68,
20-Oct-87,PO4P,0.61,
27-Oct-87,PO4P,0.81,
03-Nov-87,PO4P,1.06,
10-Nov-87,PO4P,1.57,
17-Nov-87,PO4P,2.05,
24-Nov-87,PO4P,4.24,
01-Dec-87,PO4P,4.57,
08-Dec-87,PO4P,5.57,
22-Dec-87,PO4P,4.4,
05-Jan-88,PO4P,9.55,
19-Jan-88,PO4P,7.41,
02-Feb-88,PO4P,6.63,
16-Feb-88,PO4P,8.03,
01-Mar-88,PO4P,11.43,
15-Mar-88,PO4P,9.76,
30-Mar-88,PO4P,7.09,
05-Apr-88,PO4P,5.53,
12-Apr-88,PO4P,2.35,
19-Apr-88,PO4P,1.61,
26-Apr-88,PO4P,0.87,
03-May-88,PO4P,0.6,<
10-May-88,PO4P,0.6,<
17-May-88,PO4P,2.12,
24-May-88,PO4P,0.68,
31-May-88,PO4P,0.6,<
07-Jun-88,PO4P,1.31,
14-Jun-88,PO4P,1.16,
21-Jun-88,PO4P,0.6,<
28-Jun-88,PO4P,1.36,
05-Jul-88,PO4P,0.61,
12-Jul-88,PO4P,0.83,
19-Jul-88,PO4P,0.6,<
26-Jul-88,PO4P,0.6,<
02-Aug-88,PO4P,0.6,<
09-Aug-88,PO4P,5.57,
16-Aug-88,PO4P,0.87,
23-Aug-88,PO4P,0.6,<
30-Aug-88,PO4P,0.6,<
06-Sep-88,PO4P,0.6,<
13-Sep-88,PO4P,0.6,<
20-Sep-88,PO4P,0.6,<
27-Sep-88,PO4P,0.6,<
04-Oct-88,PO4P,0.6,<
11-Oct-88,PO4P,0.9,
18-Oct-88,PO4P,1.06,
25-Oct-88,PO4P,0.91,
01-Nov-88,PO4P,2.6,
08-Nov-88,PO4P,1.5,
15-Nov-88,PO4P,1.93,
22-Nov-88,PO4P,2.46,
06-Dec-88,PO4P,4.6,
20-Dec-88,PO4P,5.5,
04-Jan-89,PO4P,6.29,
17-Jan-89,PO4P,7.01,
31-Jan-89,PO4P,8.03,
14-Feb-89,PO4P,8.79,
01-Mar-89,PO4P,7.69,
14-Mar-89,PO4P,7.13,
28-Mar-89,PO4P,6.25,
04-Apr-89,PO4P,5.69,
11-Apr-89,PO4P,4.89,
18-Apr-89,PO4P,2.2,
25-Apr-89,PO4P,0.61,
02-May-89,PO4P,0.61,
09-May-89,PO4P,0.95,
16-May-89,PO4P,0.76,
23-May-89,PO4P,0.76,
30-May-89,PO4P,0.6,
06-Jun-89,PO4P,0.6,<
13-Jun-89,PO4P,0.6,<
20-Jun-89,PO4P,0.68,
27-Jun-89,PO4P,0.6,<
04-Jul-89,PO4P,0.6,<
11-Jul-89,PO4P,1.25,
18-Jul-89,PO4P,0.6,<
25-Jul-89,PO4P,0.6,<
01-Aug-89,PO4P,0.6,<
08-Aug-89,PO4P,0.64,
15-Aug-89,PO4P,0.6,<
22-Aug-89,PO4P,0.68,
29-Aug-89,PO4P,0.95,
05-Sep-89,PO4P,0.91,
12-Sep-89,PO4P,0.8,
19-Sep-89,PO4P,1.06,
26-Sep-89,PO4P,0.87,
03-Oct-89,PO4P,1.02,
10-Oct-89,PO4P,0.91,
17-Oct-89,PO4P,1.17,
24-Oct-89,PO4P,2.8,
31-Oct-89,PO4P,4.78,
08-Nov-89,PO4P,2.84,
14-Nov-89,PO4P,5.46,
21-Nov-89,PO4P,6.06,
28-Nov-89,PO4P,6.22,
05-Dec-89,PO4P,6.41,
19-Dec-89,PO4P,6.97,
02-Jan-90,PO4P,7.05,
16-Jan-90,PO4P,7.24,
30-Jan-90,PO4P,7.58,
13-Feb-90,PO4P,7.31,
27-Feb-90,PO4P,6.06,
01-Mar-90,PO4P,6.9,
13-Mar-90,PO4P,6.97,
27-Mar-90,PO4P,5.65,
03-Apr-90,PO4P,2.99,
10-Apr-90,PO4P,0.6,<
17-Apr-90,PO4P,3.56,
24-Apr-90,PO4P,2.54,
01-May-90,PO4P,0.61,
08-May-90,PO4P,0.6,<
15-May-90,PO4P,0.61,
22-May-90,PO4P,0.6,<
29-May-90,PO4P,0.6,<
05-Jun-90,PO4P,0.6,<
12-Jun-90,PO4P,0.6,<
19-Jun-90,PO4P,2.31,
26-Jun-90,PO4P,0.61,
03-Jul-90,PO4P,0.6,<
10-Jul-90,PO4P,0.6,<
17-Jul-90,PO4P,0.6,<
24-Jul-90,PO4P,0.68,
31-Jul-90,PO4P,0.6,<
07-Aug-90,PO4P,0.87,
14-Aug-90,PO4P,0.99,
21-Aug-90,PO4P,0.68,
28-Aug-90,PO4P,0.6,<
04-Sep-90,PO4P,0.6,<
11-Sep-90,PO4P,0.6,<
18-Sep-90,PO4P,0.64,
25-Sep-90,PO4P,0.61,
02-Oct-90,PO4P,0.83,
09-Oct-90,PO4P,2.01,
16-Oct-90,PO4P,2.69,
23-Oct-90,PO4P,3.94,
30-Oct-90,PO4P,4.89,
06-Nov-90,PO4P,5.15,
13-Nov-90,PO4P,4.28,
20-Nov-90,PO4P,6.41,
27-Nov-90,PO4P,5.95,
04-Dec-90,PO4P,6.33,
18-Dec-90,PO4P,8.15,
02-Jan-91,PO4P,7.96,
15-Jan-91,PO4P,9.74,
29-Jan-91,PO4P,7.66,
12-Feb-91,PO4P,9.21,
26-Feb-91,PO4P,6.75,
12-Mar-91,PO4P,6.22,
26-Mar-91,PO4P,3.07,
02-Apr-91,PO4P,2.27,
09-Apr-91,PO4P,2.43,
16-Apr-91,PO4P,0.99,
23-Apr-91,PO4P,0.76,
30-Apr-91,PO4P,0.6,
07-May-91,PO4P,0.76,
14-May-91,PO4P,0.6,
21-May-91,PO4P,0.76,
28-May-91,PO4P,0.6,
04-Jun-91,PO4P,0.61,
11-Jun-91,PO4P,1.06,
18-Jun-91,PO4P,0.6,
25-Jun-91,PO4P,0.6,
02-Jul-91,PO4P,0.6,
09-Jul-91,PO4P,0.6,
16-Jul-91,PO4P,0.6,
23-Jul-91,PO4P,0.6,
30-Jul-91,PO4P,0.6,
06-Aug-91,PO4P,0.6,
13-Aug-91,PO4P,0.6,<
20-Aug-91,PO4P,0.6,
27-Aug-91,PO4P,0.6,
03-Sep-91,PO4P,0.6,
10-Sep-91,PO4P,0.6,
17-Sep-91,PO4P,0.6,
24-Sep-91,PO4P,0.61,
01-Oct-91,PO4P,0.68,
08-Oct-91,PO4P,0.95,
15-Oct-91,PO4P,0.68,
22-Oct-91,PO4P,1.9,
29-Oct-91,PO4P,1.82,
05-Nov-91,PO4P,3.41,
12-Nov-91,PO4P,4.51,
19-Nov-91,PO4P,5.19,
26-Nov-91,PO4P,5.34,
03-Dec-91,PO4P,5.57,
17-Dec-91,PO4P,6.67,
07-Jan-92,PO4P,7.05,
14-Jan-92,PO4P,7.92,
28-Jan-92,PO4P,8.91,
11-Feb-92,PO4P,8.6,
25-Feb-92,PO4P,8.26,
10-Mar-92,PO4P,7.69,
24-Mar-92,PO4P,7.35,
07-Apr-92,PO4P,5.91,
21-Apr-92,PO4P,2.16,
05-May-92,PO4P,0.6,
19-May-92,PO4P,0.6,
02-Jun-92,PO4P,0.6,
16-Jun-92,PO4P,0.6,
30-Jun-92,PO4P,0.6,
14-Jul-92,PO4P,0.6,
28-Jul-92,PO4P,0.6,
11-Aug-92,PO4P,0.6,
25-Aug-92,PO4P,0.6,
08-Sep-92,PO4P,0.61,
22-Sep-92,PO4P,1.1,
06-Oct-92,PO4P,1.97,
20-Oct-92,PO4P,2.96,
03-Nov-92,PO4P,3.11,
17-Nov-92,PO4P,4.43,
01-Dec-92,PO4P,5.15,
15-Dec-92,PO4P,6.22,
12-Jan-93,PO4P,6.37,
26-Jan-93,PO4P,7.09,
09-Feb-93,PO4P,6.18,
23-Feb-93,PO4P,7.16,
09-Mar-93,PO4P,6.86,
23-Mar-93,PO4P,5.61,
06-Apr-93,PO4P,10.04,
20-Apr-93,PO4P,0.6,<
04-May-93,PO4P,0.6,<
18-May-93,PO4P,0.61,
01-Jun-93,PO4P,0.87,
15-Jun-93,PO4P,0.83,
29-Jun-93,PO4P,1.29,
13-Jul-93,PO4P,0.61,
27-Jul-93,PO4P,1.25,
10-Aug-93,PO4P,1.1,
24-Aug-93,PO4P,0.76,
07-Sep-93,PO4P,2.73,
21-Sep-93,PO4P,0.95,
05-Oct-93,PO4P,0.6,<
19-Oct-93,PO4P,2.54,
02-Nov-93,PO4P,0.72,
16-Nov-93,PO4P,1.74,
30-Nov-93,PO4P,2.69,
14-Dec-93,PO4P,3.3,
11-Jan-94,PO4P,3.68,
25-Jan-94,PO4P,5.31,
08-Feb-94,PO4P,3.75,
22-Feb-94,PO4P,3.52,
08-Mar-94,PO4P,5.46,
22-Mar-94,PO4P,4.81,
05-Apr-94,PO4P,4.78,
19-Apr-94,PO4P,2.58,
03-May-94,PO4P,3.07,
17-May-94,PO4P,0.6,<
31-May-94,PO4P,0.6,<
14-Jun-94,PO4P,0.6,<
28-Jun-94,PO4P,0.6,<
12-Jul-94,PO4P,0.68,
26-Jul-94,PO4P,0.6,<
09-Aug-94,PO4P,1.1,
23-Aug-94,PO4P,0.6,<
06-Sep-94,PO4P,0.6,<
20-Sep-94,PO4P,0.64,
04-Oct-94,PO4P,0.6,<
18-Oct-94,PO4P,0.64,
01-Nov-94,PO4P,1.88,
15-Nov-94,PO4P,3.2,
30-Nov-94,PO4P,0.6,<
13-Dec-94,PO4P,5.75,
03-Jan-95,PO4P,6.02,
17-Jan-95,PO4P,8.2,
31-Jan-95,PO4P,7.44,
14-Feb-95,PO4P,5.98,
28-Feb-95,PO4P,11.39,
14-Mar-95,PO4P,5.41,
28-Mar-95,PO4P,6.84,
11-Apr-95,PO4P,4.44,
25-Apr-95,PO4P,0.6,<
09-May-95,PO4P,1.43,
23-May-95,PO4P,0.6,<
06-Jun-95,PO4P,1.69,
20-Jun-95,PO4P,0.6,<
04-Jul-95,PO4P,1.05,
18-Jul-95,PO4P,0.71,
01-Aug-95,PO4P,0.86,
15-Aug-95,PO4P,1.28,
29-Aug-95,PO4P,0.6,<
12-Sep-95,PO4P,0.6,<
26-Sep-95,PO4P,2.59,
10-Oct-95,PO4P,2.22,
24-Oct-95,PO4P,0.79,
07-Nov-95,PO4P,9.32,
21-Nov-95,PO4P,6.32,
05-Dec-95,PO4P,4.44,
18-Dec-95,PO4P,7.67,
02-Jan-96,PO4P,6.77,
16-Jan-96,PO4P,7.56,
30-Jan-96,PO4P,2.9,
13-Feb-96,PO4P,6.32,
27-Feb-96,PO4P,7.78,
12-Mar-96,PO4P,5.79,
26-Mar-96,PO4P,4.47,
09-Apr-96,PO4P,1.77,
23-Apr-96,PO4P,1.28,
07-May-96,PO4P,0.94,
21-May-96,PO4P,1.02,
04-Jun-96,PO4P,0.6,
18-Jun-96,PO4P,0.79,
02-Jul-96,PO4P,0.6,<
16-Jul-96,PO4P,0.6,<
30-Jul-96,PO4P,0.6,<
13-Aug-96,PO4P,0.6,<
27-Aug-96,PO4P,0.64,
10-Sep-96,PO4P,0.6,
24-Sep-96,PO4P,0.75,
08-Oct-96,PO4P,0.64,
22-Oct-96,PO4P,1.84,
05-Nov-96,PO4P,1.65,
19-Nov-96,PO4P,5.08,
03-Dec-96,PO4P,5.64,
17-Dec-96,PO4P,5.68,
27-Jan-97,PO4P,6.62,
04-Feb-97,PO4P,6.73,
24-Feb-97,PO4P,6.62,
18-Mar-97,PO4P,4.55,
01-Apr-97,PO4P,1.77,
15-Apr-97,PO4P,0.79,
29-Apr-97,PO4P,0.6,
13-May-97,PO4P,0.6,<
27-May-97,PO4P,0.6,<
10-Jun-97,PO4P,1.02,
24-Jun-97,PO4P,0.6,<
08-Jul-97,PO4P,0.6,<
22-Jul-97,PO4P,1.09,
05-Aug-97,PO4P,0.6,<
19-Aug-97,PO4P,0.6,<
02-Sep-97,PO4P,0.9,
16-Sep-97,PO4P,0.6,<
30-Sep-97,PO4P,0.64,
14-Oct-97,PO4P,0.6,<
28-Oct-97,PO4P,0.6,
11-Nov-97,PO4P,0.94,
25-Nov-97,PO4P,2.33,
09-Dec-97,PO4P,5.11,
22-Dec-97,PO4P,4.7,
06-Jan-98,PO4P,5.49,
20-Jan-98,PO4P,6.28,
03-Feb-98,PO4P,6.43,
17-Feb-98,PO4P,7.75,
03-Mar-98,PO4P,6.73,
17-Mar-98,PO4P,6.02,
31-Mar-98,PO4P,2.67,
14-Apr-98,PO4P,1.17,
28-Apr-98,PO4P,0.6,<
12-May-98,PO4P,0.6,<
26-May-98,PO4P,0.6,<
09-Jun-98,PO4P,0.6,<
23-Jun-98,PO4P,0.71,
07-Jul-98,PO4P,0.83,
21-Jul-98,PO4P,1.35,
04-Aug-98,PO4P,0.6,<
18-Aug-98,PO4P,1.35,
01-Sep-98,PO4P,1.05,
15-Sep-98,PO4P,1.13,
29-Sep-98,PO4P,0.6,<
13-Oct-98,PO4P,0.71,
27-Oct-98,PO4P,3.01,
10-Nov-98,PO4P,4.36,
24-Nov-98,PO4P,4.62,
08-Dec-98,PO4P,5.9,
21-Dec-98,PO4P,7.56,
05-Jan-99,PO4P,9.06,
19-Jan-99,PO4P,6.66,
02-Feb-99,PO4P,7.97,
16-Feb-99,PO4P,6.92,
02-Mar-99,PO4P,8.2,
16-Mar-99,PO4P,7.86,
30-Mar-99,PO4P,5.34,
13-Apr-99,PO4P,2.9,
27-Apr-99,PO4P,1.13,
11-May-99,PO4P,0.6,<
25-May-99,PO4P,0.75,
07-Jun-99,PO4P,1.13,
22-Jun-99,PO4P,0.6,<
06-Jul-99,PO4P,0.6,<
20-Jul-99,PO4P,0.68,
03-Aug-99,PO4P,1.2,
17-Aug-99,PO4P,0.6,<
31-Aug-99,PO4P,0.68,
14-Sep-99,PO4P,0.79,
28-Sep-99,PO4P,1.47,
12-Oct-99,PO4P,0.83,
26-Oct-99,PO4P,1.37,
09-Nov-99,PO4P,2.9,
23-Nov-99,PO4P,4.29,
07-Dec-99,PO4P,6.05,
20-Dec-99,PO4P,7.18,
04-Jan-00,PO4P,8.12,
18-Jan-00,PO4P,7.37,
01-Feb-00,PO4P,8.61,
15-Feb-00,PO4P,7.33,
29-Feb-00,PO4P,7.97,
14-Mar-00,PO4P,7.11,
28-Mar-00,PO4P,6.92,
11-Apr-00,PO4P,6.05,
25-Apr-00,PO4P,2.44,
09-May-00,PO4P,0.6,<
23-May-00,PO4P,0.6,<
06-Jun-00,PO4P,1.96,
20-Jun-00,PO4P,2.07,
04-Jul-00,PO4P,0.3,
18-Jul-00,PO4P,0.79,
01-Aug-00,PO4P,0.64,
15-Aug-00,PO4P,1.96,
29-Aug-00,PO4P,0.86,
12-Sep-00,PO4P,0.64,
26-Sep-00,PO4P,0.86,
10-Oct-00,PO4P,1.88,
24-Oct-00,PO4P,1.73,
07-Nov-00,PO4P,5.49,
21-Nov-00,PO4P,6.5,
05-Dec-00,PO4P,7.03,
19-Dec-00,PO4P,7.44,
09-Jan-01,PO4P,10.42,
06-Feb-01,PO4P,11.81,
20-Feb-01,PO4P,8.23,
07-Mar-01,PO4P,8.57,
20-Mar-01,PO4P,6.96,
03-Apr-01,PO4P,6.96,
17-Apr-01,PO4P,7.07,
01-May-01,PO4P,2.78,
15-May-01,PO4P,0.83,
29-May-01,PO4P,0.6,<
12-Jun-01,PO4P,0.6,<
26-Jun-01,PO4P,0.6,<
10-Jul-01,PO4P,0.79,
24-Jul-01,PO4P,0.6,<
07-Aug-01,PO4P,0.49,
21-Aug-01,PO4P,0.6,<
04-Sep-01,PO4P,0.6,<
18-Sep-01,PO4P,0.6,<
02-Oct-01,PO4P,0.6,<
16-Oct-01,PO4P,1.58,
30-Oct-01,PO4P,2.67,
13-Nov-01,PO4P,3.53,
27-Nov-01,PO4P,2.71,
11-Dec-01,PO4P,5.56,
08-Jan-02,PO4P,7.44,
22-Jan-02,PO4P,7.14,
05-Feb-02,PO4P,7.56,
19-Feb-02,PO4P,7.48,
05-Mar-02,PO4P,6.92,
19-Mar-02,PO4P,8.57,
02-Apr-02,PO4P,1.24,
16-Apr-02,PO4P,1.5,
30-Apr-02,PO4P,1.2,
14-May-02,PO4P,0.79,
28-May-02,PO4P,0.68,
11-Jun-02,PO4P,1.05,
25-Jun-02,PO4P,1.11,
09-Jul-02,PO4P,0.89,
23-Jul-02,PO4P,0.79,
06-Aug-02,PO4P,0.6,<
20-Aug-02,PO4P,0.8,
03-Sep-02,PO4P,0.63,
17-Sep-02,PO4P,1.33,
01-Oct-02,PO4P,0.5,<
15-Oct-02,PO4P,1.15,
29-Oct-02,PO4P,1.33,
12-Nov-02,PO4P,2.38,
26-Nov-02,PO4P,2.72,
10-Dec-02,PO4P,5.17,
07-Jan-03,PO4P,5.69,
21-Jan-03,PO4P,6.04,
04-Feb-03,PO4P,6.57,
18-Feb-03,PO4P,7.79,
04-Mar-03,PO4P,7.96,
18-Mar-03,PO4P,6.57,
01-Apr-03,PO4P,0.8,
15-Apr-03,PO4P,0.6,<
29-Apr-03,PO4P,3.95,
13-May-03,PO4P,0.8,
27-May-03,PO4P,2.72,
10-Jun-03,PO4P,0.63,
24-Jun-03,PO4P,0.6,<
08-Jul-03,PO4P,0.8,
22-Jul-03,PO4P,1.15,
05-Aug-03,PO4P,1.17,
19-Aug-03,PO4P,1.36,
02-Sep-03,PO4P,2.49,
16-Sep-03,PO4P,1.92,
30-Sep-03,PO4P,2.03,
14-Oct-03,PO4P,1.15,
28-Oct-03,PO4P,1.09,
11-Nov-03,PO4P,1.76,
25-Nov-03,PO4P,0.7,
09-Dec-03,PO4P,3,
06-Jan-04,PO4P,3.19,
20-Jan-04,PO4P,4.97,
04-Feb-04,PO4P,6.76,
17-Feb-04,PO4P,6.19,
02-Mar-04,PO4P,6.07,
16-Mar-04,PO4P,6.95,
30-Mar-04,PO4P,3.66,
13-Apr-04,PO4P,1.83,
27-Apr-04,PO4P,0.6,<
11-May-04,PO4P,0.6,<
25-May-04,PO4P,0.6,<
08-Jun-04,PO4P,1.01,
22-Jun-04,PO4P,0.6,<
06-Jul-04,PO4P,0.6,<
20-Jul-04,PO4P,0.6,<
02-Aug-04,PO4P,0.6,<
17-Aug-04,PO4P,0.86,
31-Aug-04,PO4P,1.14,
14-Sep-04,PO4P,0.87,
28-Sep-04,PO4P,0.6,<
12-Oct-04,PO4P,0.6,<
26-Oct-04,PO4P,0.6,<
09-Nov-04,PO4P,1.15,
23-Nov-04,PO4P,1.56,
07-Dec-04,PO4P,3.98,
21-Dec-04,PO4P,5.05,
13-Jan-05,PO4P,5.11,
25-Jan-05,PO4P,6.14,
08-Feb-05,PO4P,7.12,
22-Feb-05,PO4P,7.21,
08-Mar-05,PO4P,5.83,
22-Mar-05,PO4P,5.54,
05-Apr-05,PO4P,0.6,
19-Apr-05,PO4P,0.62,
03-May-05,PO4P,0.6,<
17-May-05,PO4P,0.83,
31-May-05,PO4P,1.93,
14-Jun-05,PO4P,0.64,
28-Jun-05,PO4P,1.01,
12-Jul-05,PO4P,0.6,<
26-Jul-05,PO4P,0.68,
08-Aug-05,PO4P,0.6,<
22-Aug-05,PO4P,0.6,<
06-Sep-05,PO4P,0.6,<
20-Sep-05,PO4P,0.6,<
05-Oct-05,PO4P,1.75,
18-Oct-05,PO4P,0.6,<
01-Nov-05,PO4P,1.1,
15-Nov-05,PO4P,2.22,
29-Nov-05,PO4P,3.35,
13-Dec-05,PO4P,4.89,
10-Jan-06,PO4P,5.32,
24-Jan-06,PO4P,6.3,
07-Feb-06,PO4P,6.27,
21-Feb-06,PO4P,6.53,
06-Mar-06,PO4P,5.9,
21-Mar-06,PO4P,3.99,
04-Apr-06,PO4P,3.55,
18-Apr-06,PO4P,2.28,
02-May-06,PO4P,0.65,
16-May-06,PO4P,0.6,<
30-May-06,PO4P,0.6,<
13-Jun-06,PO4P,0.6,<
27-Jun-06,PO4P,0.6,<
11-Jul-06,PO4P,1.21,
25-Jul-06,PO4P,1.95,
08-Aug-06,PO4P,2.18,
21-Aug-06,PO4P,0.6,<
05-Sep-06,PO4P,0.79,
19-Sep-06,PO4P,0.6,<
03-Oct-06,PO4P,0.6,<
17-Oct-06,PO4P,0.6,<
31-Oct-06,PO4P,1.81,
14-Nov-06,PO4P,3.43,
28-Nov-06,PO4P,4.59,
12-Dec-06,PO4P,5.92,
09-Jan-07,PO4P,6.74,
23-Jan-07,PO4P,7.13,
06-Feb-07,PO4P,7.55,
20-Feb-07,PO4P,8.6,
06-Mar-07,PO4P,5.87,
20-Mar-07,PO4P,6.68,
03-Apr-07,PO4P,5.09,
17-Apr-07,PO4P,0.6,<
01-May-07,PO4P,0.6,<
15-May-07,PO4P,0.6,<
29-May-07,PO4P,0.6,<
12-Jun-07,PO4P,0.6,<
26-Jun-07,PO4P,1.14,
10-Jul-07,PO4P,0.6,<
24-Jul-07,PO4P,0.6,<
07-Aug-07,PO4P,0.8,
22-Aug-07,PO4P,1.18,
04-Sep-07,PO4P,0.6,<
18-Sep-07,PO4P,0.76,
02-Oct-07,PO4P,0.6,<
16-Oct-07,PO4P,0.93,
30-Oct-07,PO4P,1.23,
13-Nov-07,PO4P,3.26,
27-Nov-07,PO4P,5.13,
11-Dec-07,PO4P,6.41,
08-Jan-08,PO4P,7.01,
22-Jan-08,PO4P,6.17,
05-Feb-08,PO4P,7.73,
19-Feb-08,PO4P,5.63,
04-Mar-08,PO4P,6.05,
18-Mar-08,PO4P,5.86,
01-Apr-08,PO4P,4.88,
15-Apr-08,PO4P,2.47,
29-Apr-08,PO4P,0.66,
13-May-08,PO4P,0.6,<
27-May-08,PO4P,0.86,
10-Jun-08,PO4P,0.6,<
24-Jun-08,PO4P,0.6,<
